search_id,Claim_MA_title,Claim_MA_abstract,Claim_MA_keywords,Claim_MA_body,Claim_MA_quote,Claim_MA_pageref,is_ma_flag,is_ma_flag_notes,Publication Year,Title,Publication Title,DOI,flag_cma,flag_mcmcglmm,flag_metafor,flag_metawin,any_software_specified,software_notes
MA094,N,Y,"NA",Y,"In this study we performed a meta-analysis of 72 large (> 50 species), recent (mean year = 2001) food webs from GlobalWeb (University of Canberra 2015).",1225,Y,Straightforwardly claims to be a meta-analysis,2016,Pyramids of species richness: the determinants and distribution of species diversity across trophic levels,Oikos,10.1111/oik.03404,FALSE,FALSE,FALSE,FALSE,Y,NA
MA095,Y,Y,N,Y,"To address these questions, we used a meta-analytic approach, compiling data from studies reporting correlation coefficients between traits and growth.",1489,Y,Straightforwardly claims to be a meta-analysis,2016,"On the link between functional traits and growth rate: meta-analysis shows effects change with plant size, as predicted",Journal of Ecology,10.1111/1365-2745.12594,FALSE,FALSE,TRUE,FALSE,Y,NA
MA096,N,Y,N,Y,"Second, we conduct a meta-analysis to evaluate the generality of GC responses in vertebrates to short-term changes in environmental temperature under experimental conditions.",343,Y,Straightforwardly claims to be a meta-analysis,2016,Multiscale Evaluation of Thermal Dependence in the Glucocorticoid Response of Vertebrates,The American Naturalist,10.1086/687588,FALSE,TRUE,FALSE,FALSE,Y,NA
MA097,Y,Y,Y,Y,I then use this dataset to conduct a meta-regression analysis to answer several questions...,44,Y,"Specifically claims to be a meta-regression, in addition to traditional meta-analysis",2016,The effects of invertebrate herbivores on plant population growth: a meta-regression analysis,Oecologia,10.1007/s00442-016-3602-9,FALSE,FALSE,TRUE,FALSE,Y,NA
MA098,Y,Y,"NA",Y,"Here, we focus on the role of primates as primary seed dispersers in tropical forests by running a focused meta-analysis for their gut treatment on seed germination of Neotropical trees.",1070,Y,Straightforwardly claims to be a meta-analysis,2016,How do primates affect seed germination? A meta-analysis of gut passage effects on neotropical plants,Oikos,10.1111/oik.02986,FALSE,FALSE,FALSE,TRUE,Y,NA
MA099,Y,Y,N,Y,Meta-analyses were conducted in Metafor in R (Viechtbauer 2010).,1343,Y,Straightforwardly claims to be a meta-analysis,2016,Consistent alleviation of abiotic stress with silicon addition: a meta-analysis,Functional Ecology,10.1111/1365-2435.12713,FALSE,FALSE,TRUE,FALSE,Y,NA
MA100,N,Y,N,Y,Our goal in this paper is to examine the following questions using meta-analysis:,986,Y,Straightforwardly claims to be a meta-analysis,2016,Consequences of exotic host use: impacts on Lepidoptera and a test of the ecological trap hypothesis,Oecologia,10.1007/s00442-016-3560-2,FALSE,FALSE,FALSE,FALSE,Y,NA
MA101,Y,Y,N,Y,"Here,we use a systematic review framework in conjunction with a meta-analysis to examine the evidence for human disturbance impacts in Antarctica...",580,Y,Straightforwardly claims to be a meta-analysis,2016,A meta-analysis of human disturbance impacts on Antarctic wildlife,Biological Reviews,10.1111/brv.12184,FALSE,FALSE,TRUE,FALSE,Y,NA
MA102,N,Y,Y,Y,"Here, we use a meta-analytical approach to estimate effect sizes of top-down effects of consumers (grazers, mesopredators and piscivores) on different trophic levels and guilds in temperate seagrass and seaweed food webs, and compare these with effect sizes of experimental fertilization.",1139,Y,Straightforwardly claims to be a meta-analysis,2016,Top-down control as important as nutrient enrichment for eutrophication effects in North Atlantic coastal ecosystems,Journal of Applied Ecology,10.1111/1365-2664.12654,FALSE,FALSE,FALSE,FALSE,Y,NA
MA103,N,N,Y,Y,"To account for potential autocorrelation, we repeated this analysis by pooling all the same effect size metrics within each experiment by conducting a meta- analysis of these effect sizes, and also within each 0.5 latitude and 0.5 longitude, because consumer effects at some sites were examined in multiple experiments (see He and Silliman 2015).",283,Y,Straightforwardly claims to be a meta-analysis,2016,Consumer control as a common driver of coastal vegetation worldwide,Ecological Monographs,10.1002/ecm.1221,FALSE,FALSE,TRUE,FALSE,Y,NA
MA106,N,Y,N,Y,"To do this, we conducted a meta- analysis of available data on soil bacterial diversity and composition evaluated with next generation sequencing techniques (454 Pyrosequencing and Illumina MiSeq), which included locations from all continents and biomes (Fig. 1; Appendix S1).",374,Y,Straightforwardly claims to be a meta-analysis,2016,Carbon content and climate variability drive global soil bacterial diversity patterns,Ecological Monographs,10.1002/ecm.1216,FALSE,FALSE,FALSE,FALSE,Y,NA
MA107,N,Y,N,Y,Here we attempt to describe and quantify the various effects of natural disturbances in a literature review and meta-analysis of disturbance impacts at the global scale.,762,Y,Straightforwardly claims to be a meta-analysis,2016,Natural disturbance impacts on ecosystem services and biodiversity in temperate and boreal forests,Biological Reviews,10.1111/brv.12193,FALSE,FALSE,FALSE,FALSE,Y,NA
MA108,N,Y,Y,Y,We can employ a comprehensive analysis of all these studies by a meta-analysis to explore if there is a general pattern of N addition effects on ecosystem C chemical composition (Hedges et al. 1999).,1797,Y,Straightforwardly claims to be a meta-analysis,2016,"Nitrogen addition affects chemical compositions of plant tissues, litter and soil organic matter",Ecology,10.1890/15-1683.1,FALSE,FALSE,FALSE,TRUE,Y,NA
MA109,Y,Y,"NA",Y,"As a step towards generalization in our understanding of the patterns of expansion strategy of invasive plants, we review the literatures on this topic by meta-analysis.",906,Y,Straightforwardly claims to be a meta-analysis,2016,How much do phenotypic plasticity and local genetic variation contribute to phenotypic divergences along environmental gradients in widespread invasive plants? A meta-analysis,Oikos,10.1111/oik.02372,FALSE,FALSE,FALSE,FALSE,N,Can't find mention of software in methods section or supplement
MA110,N,Y,N,Y,"Thus, in this study, we use meta-analysis of published literature on the effects of HP receipt to test the predictions that...",1004,Y,Straightforwardly claims to be a meta-analysis,2016,Invasion status and phylogenetic relatedness predict cost of heterospecific pollen receipt: implications for native biodiversity decline,Journal of Ecology,10.1111/1365-2745.12586,FALSE,FALSE,FALSE,TRUE,Y,NA
MA111,N,Y,N,Y,"To address this question, we conducted a meta-analysis of published results from experimental studies on local adaptation in invasive and native plant species.",958,Y,Straightforwardly claims to be a meta-analysis,2016,Invasive plant species are locally adapted just as frequently and at least as strongly as native plant species,Journal of Ecology,10.1111/1365-2745.12578,FALSE,TRUE,TRUE,TRUE,Y,NA
MA112,N,Y,N,Y,"In this study, we used meta-analysis and meta-regression to assess the impact of climatic variation on amphibians across the globe.",684,Y,Straightforwardly claims to be a meta-analysis,2016,"Contrasting effects of temperature and precipitation change on amphibian phenology, abundance and performance",Oecologia,10.1007/s00442-016-3610-9,FALSE,TRUE,FALSE,FALSE,Y,NA
MA115,N,Y,Y,Y,"Against this background, we conducted a meta-analysis of an extensive data set to examine several factors that may potentially have an important influence on auditory discrimination learning by zebra finches.",100,Y,Straightforwardly claims to be a meta-analysis,2016,"Auditory discrimination learning in zebra finches: effects of sex, early life conditions and stimulus characteristics",Animal Behaviour,10.1016/j.anbehav.2016.03.028,FALSE,FALSE,FALSE,FALSE,Y,NA
MA117,N,Y,Y,Y,"To advance our current knowledge about OET, we conducted a comprehensive meta-analysis using lizards as model organisms.",350,Y,Straightforwardly claims to be a meta-analysis,2016,Fifty years of chasing lizards: new insights advance optimal escape theory,Biological Reviews,10.1111/brv.12173,FALSE,FALSE,TRUE,FALSE,Y,NA
MA118,N,Y,Y,Y,"We used meta-analysis to test the hypothesis that apparent and unapparent plant defenses produce differing effects on herbivore performance as outlined in the plant-apparency hypothesis, and to examine whether these predictions are useful for understanding the evolution of plant defenses.",1045,Y,Straightforwardly claims to be a meta-analysis,2016,Does plant apparency matter? Thirty years of data provide limited support but reveal clear patterns of the effects of plant chemistry on herbivores,New Phytologist,10.1111/nph.13875,FALSE,FALSE,FALSE,FALSE,Y,NA
MA119,Y,N,N,Y,"If authors provided means, variance, and sample sizes, we calculated effect sizes and conducted formal meta-analyses, based on weighted population means.",473,Y,Meta-analysis is one of three analytical approaches used,2016,Patterns and drivers of intraspecific variation in avian life history along elevational gradients: a meta-analysis,Biological Reviews,10.1111/brv.12180,FALSE,FALSE,TRUE,FALSE,Y,NA
MA120,N,Y,N,Y,"We carried out a meta-analysis, with the aim of examining whether there are consistent associations between reproduction and oxidative damage.",484,Y,Straightforwardly claims to be a meta-analysis,2016,Oxidative shielding and the cost of reproduction,Biological Reviews,10.1111/brv.12179,TRUE,TRUE,FALSE,FALSE,Y,NA
MA121,Y,Y,N,Y,I tested the hypothesis that fish predation has stronger effects on insect emergence to the terrestrial ecosystem than on prey biomass in the aquatic ecosystem using meta-analysis.,1206,Y,Straightforwardly claims to be a meta-analysis,2016,Contrasting effects of fish predation on benthic versus emerging prey: a meta-analysis,Oecologia,10.1007/s00442-015-3539-4,FALSE,FALSE,TRUE,FALSE,Y,NA
MA122,Y,Y,N,Y,"In this study, we used a phylogenetic meta-analysis to evaluate the direction and magnitude of offspring-size and -number divergence to multiple ecological agents of selection across 17 species of poeciliid fishes (Table S1).",436,Y,Straightforwardly claims to be a meta-analysis,2016,The predictability and magnitude of life-history divergence to ecological agents of selection: a meta-analysis in livebearing fishes,Ecology Letters,10.1111/ele.12576,FALSE,TRUE,FALSE,FALSE,Y,NA
MA123,Y,Y,N,Y,"To evaluate these three hypotheses regarding the roles of feeding guild, herbivore specialization, and plant domestication in induction of plant volatiles, we used meta-analysis.",286,Y,Straightforwardly claims to be a meta-analysis,2016,Eco-evolutionary factors drive induced plant volatiles: a meta-analysis,New Phytologist,10.1111/nph.13804,FALSE,FALSE,TRUE,FALSE,Y,NA
MA124,N,Y,Y,Y,"In this study, we report the results of the first meta-analysis of published estimates of selection coefficients in natural populations.",1437,Y,Straightforwardly claims to be a meta-analysis,2016,The genetic consequences of selection in natural populations,Molecular Ecology,10.1111/mec.13559,FALSE,TRUE,FALSE,FALSE,Y,NA
MA125,Y,N,N,Y,"In this study, we performed a meta- analysis on effect traits of crustacean zooplankton likely to contribute to nitrogen (N), phosphorus (P) and carbon (C) stocks and fluxes.",1070,Y,Straightforwardly claims to be a meta-analysis,2016,A meta-analysis of zooplankton functional traits influencing ecosystem function,Ecology,10.1890/15-1084.1,FALSE,FALSE,FALSE,FALSE,Y,NA
MA126,N,Y,Y,Y,"To test the hypothesis that climate change depresses plant fitness in the short-term, I conducted a phylogenetically controlled meta-analysis of field studies that manipulated one or more climatic",82,Y,Straightforwardly claims to be a meta-analysis,2016,Plant fitness in a rapidly changing world,New Phytologist,10.1111/nph.13693,FALSE,FALSE,FALSE,FALSE,S,Mentioned only in supplementary information
MA127,N,Y,N,Y,We present here a conceptual meta-analysis of a bibliographic review of peer-reviewed publications on field studies of river responses to degradation and restoration.,560,Y,"Claims to be a ""conceptual"" meta-analysis",2016,Fuzzy cognitive mapping for predicting hydromorphological responses to multiple pressures in rivers,Journal of Applied Ecology,10.1111/1365-2664.12569,FALSE,FALSE,FALSE,FALSE,N,Can't find mention of software in methods section or supplement
MA128,N,Y,Y,Y,"Finally, we assessed how the strength of selection varied across studies in L. simulans by using formal meta-analysis to combine selection gradients reported in previous studies with those found here.",626,Y,Meta-analysis is one component of this paper,2016,Variation in pre- and post-copulatory sexual selection on male genital size in two species of lygaeid bug,Behavioral Ecology and Sociobiology,10.1007/s00265-016-2082-6,FALSE,FALSE,TRUE,FALSE,Y,NA
MA129,Y,Y,N,Y,"To do so, we conducted a global meta-analysis of restoration success for biodiversity and vegetation structure in forest ecosystems.",441,Y,Straightforwardly claims to be a meta-analysis,2016,Which landscape size best predicts the influence of forest cover on restoration success? A global meta-analysis on the scale of effect,Journal of Applied Ecology,10.1111/1365-2664.12590,FALSE,FALSE,FALSE,FALSE,Y,NA
MA130,N,Y,N,Y,"The study is not a traditional meta-analysis (e.g. Harrison 2011); first, we aimed not to exclude any reported trial (resulting in many missing values); secondly, the recorded characteristics usually have no controls, so effect sizes can only be estimated relatively between categories (e.g. plant material has the categories: seeds, sods, rhizome fragments or seedlings); thirdly, the data did not allow for assignment of a nesting factor like sources or planting teams.",569,Y,"Although they say it is not traditional, they clearly call it a meta-analysis",2016,Global analysis of seagrass restoration: the importance of large-scale planting,Journal of Applied Ecology,10.1111/1365-2664.12562,FALSE,FALSE,FALSE,FALSE,Y,NA
MA133,Y,Y,Y,Y,We addressed this major gap in invasion and food-web ecology by using a meta-analysis (Rosenberg et al. 2000; Koricheva & Gurevitch 2013) to synthesise the effects of invasive plants on higher trophic levels (primary and secondary consumers) in terrestrial food webs.,328,Y,Straightforwardly claims to be a meta-analysis,2016,Invasive plants have different effects on trophic structure of green and brown food webs in terrestrial ecosystems: a meta-analysis,Ecology Letters,10.1111/ele.12562,FALSE,FALSE,TRUE,TRUE,Y,NA
MA135,N,Y,Y,Y,"In this study, we performed a meta-analysis of published data sets across a large spectrum of hostâ€“parasite interactions (Table S1) to gain insights into general patterns of genetic co-structure, and to explore potential factors affecting this co-structure.",337,Y,Straightforwardly claims to be a meta-analysis,2016,Host dispersal as the driver of parasite genetic structure: a paradigm lost?,Ecology Letters,10.1111/ele.12564,FALSE,TRUE,FALSE,FALSE,Y,NA
MA136,Y,Y,N,Y,Here we synthesize studies that examined the effects of resource or consumer fluxes in recipient food webs using meta- analysis.,596,Y,Straightforwardly claims to be a meta-analysis,2016,Synthesis: comparing effects of resource and consumer fluxes into recipient food webs using meta-analysis,Ecology,10.1890/15-1109.1,FALSE,FALSE,FALSE,FALSE,Y,NA
MA137,Y,Y,Y,Y,The aims of our meta- analysis are to (1) estimate the magnitudes of physiological costs of chemical defenses...,109,Y,Straightforwardly claims to be a meta-analysis,2016,The costs and effectiveness of chemical defenses in herbivorous insects: a meta-analysis,Ecological Monographs,10.1890/15-0911.1,FALSE,FALSE,FALSE,TRUE,Y,NA
MA138,N,Y,Y,Y,"The goal of this study is to comprehensively synthesize research on the induction of physical defence traits using meta-analysis in order to reveal general patterns, test whether physical defence induction may contribute to an overall induced defence syndrome, and to identify gaps in our knowledge (Koricheva & Gurevitch 2014).",182,Y,Straightforwardly claims to be a meta-analysis,2016,Tougher and thornier: general patterns in the induction of physical defence traits,Functional Ecology,10.1111/1365-2435.12495,FALSE,FALSE,TRUE,FALSE,Y,NA
MA140,N,Y,N,Y,"Finally, we conducted meta-analyses on studies that have correlated swelling size with measures of female properties other than current fertility status to test whether exaggerated swellings are reliable indicators of female quality.",204,Y,Straightforwardly claims to be a meta-analysis,2016,Exaggerated sexual swellings in female nonhuman primates are reliable signals of female fertility and body condition,Animal Behaviour,10.1016/j.anbehav.2015.11.023,FALSE,FALSE,TRUE,FALSE,Y,NA
MA145,Y,Y,Y,Y,We thus performed a phylogenetically controlled meta-analysis of published studies in which the effect of physiological proxies of stress on the expression of secondary sexual traits was reported.,364,Y,Straightforwardly claims to be a meta-analysis,2016,Stress and sexual signaling: a systematic review and meta-analysis,Behavioral Ecology,10.1093/beheco/arv195,FALSE,TRUE,TRUE,FALSE,Y,NA
MA146,Y,Y,"NA",Y,Through a meta-analysis we explored the relative importance of biological and contextual factors predisposing vocalizing species to shift their singing/calling frequencies in response to anthropogenic noise.,"NA",Y,Straightforwardly claims to be a meta-analysis,2016,Shifting song frequencies in response to anthropogenic noise: a meta-analysis on birds and anurans,Behavioral Ecology,10.1093/beheco/arw060,FALSE,FALSE,FALSE,FALSE,Y,This article is online; no PDF
MA147,Y,N,N,Y,"In the present study, I collected many datasets from paternal half-sib designs, performed simulations loosely based on those of Fox and Rauter (2003) to measure the extent to which male multiple mating reduces variance in off-spring fitness, and then performed a meta-analysis of the results.",63,Y,Claims to be a meta-analysis of simulated data,2016,Bet hedging via multiple mating: A meta-analysis,Evolution,10.1111/evo.12822,FALSE,FALSE,TRUE,FALSE,Y,NA
MA148,N,Y,N,Y,"To address them quantitatively and to isolate life span (i.e. perennial vs annual) from phylogenetic and environmental confounding factors, we performed a meta-analysis focused on congeneric pairs of annual and perennial species grown in the same conditions, including both wild species and selected crops.",105,Y,Straightforwardly claims to be a meta-analysis,2016,Trade-offs between seed output and life span â€“ a quantitative comparison of traits between annual and perennial congeneric species,New Phytologist,10.1111/nph.13574,FALSE,FALSE,FALSE,FALSE,N,Can't find mention of software in methods section or supplement
MA149,Y,Y,N,Y,We conducted a meta-analysis of field studies to quantify the magnitude of LMH indirect effects on the abundance and species richness of other consumers.,859,Y,Straightforwardly claims to be a meta-analysis,2016,Does primary productivity modulate the indirect effects of large herbivores? A global meta-analysis,Journal of Animal Ecology,10.1111/1365-2656.12522,FALSE,FALSE,TRUE,FALSE,Y,NA
MA150,Y,Y,N,Y,The multi-factor meta-analysis reported here therefore asks whether spatial density dependence can switch sign within realistic ecological conditions and under what conditions its magnitude approaches zero.,1503,Y,Straightforwardly claims to be a meta-analysis,2016,Scale-specific spatial density dependence in parasitoids: a multi-factor meta-analysis,Functional Ecology,10.1111/1365-2435.12627,FALSE,FALSE,TRUE,TRUE,Y,NA
MA151,Y,Y,N,Y,"Here we conduct a meta-analysis of empirical studies from diverse agricultural systems, to synthesise what we know about how aspects of sustainability co-vary in response to management, and interpret what this may mean for informing management  decisions.",718,Y,Straightforwardly claims to be a meta-analysis,2017,Relationships among multiple aspects of agriculture's environmental impact and productivity: a meta-analysis to guide sustainable agriculture,Biological Reviews,10.1111/brv.12251,FALSE,FALSE,FALSE,FALSE,Y,NA
MA152,N,Y,N,Y,"To address this gap, we used meta-analyses to assess the extent and consistency to which anthropogenic nutrient pollution disrupts a diverse array of nutrient exchange mutualisms.",21,Y,Straightforwardly claims to be a meta-analysis,2016,Nutrient loading alters the performance of key nutrient exchange mutualisms,Ecology Letters,10.1111/ele.12538,FALSE,FALSE,FALSE,FALSE,Y,NA
MA153,N,Y,N,Y,"Our meta-analysis of data for birds, mammals, and sharks indicates that the theory is well-supported across several taxa with expected r_{max} T_{opt} â‰ˆ 1 across the full range of generation lengths included in the data sets.",330,Y,Straightforwardly claims to be a meta-analysis,2016,Improved estimation of intrinsic growth rmax for long-lived species: integrating matrix models and allometry,Ecological Applications,10.1890/14-1990,FALSE,FALSE,FALSE,FALSE,Y,NA
MA155,N,Y,N,Y,Meta-analysis including prior data,565,Y,"Meta-analysis only appears in the abstract, as a heading in the body, and as an activity performed in the acknowledgments/author statement",2016,Red fluorescence in coral larvae is associated with a diapause-like state,Molecular Ecology,10.1111/mec.13488,FALSE,FALSE,FALSE,FALSE,Y,NA
MA157,N,Y,Y,Y,"In this study we address this deficit by conducting a global meta-analysis of the outcomes of plantâ€“herbivore interactions, in order to test two mechanistic hypotheses.",1129,Y,Straightforwardly claims to be a meta-analysis,2017,Herbivore regulation of plant abundance in aquatic ecosystems,Biological Reviews,10.1111/brv.12272,FALSE,FALSE,FALSE,FALSE,Y,NA
MA158,N,Y,Y,Y,"In this study, we first conducted a meta-analysis to evaluate the shift of tissue N:P ratios in terrestrial plants grown under elevated CO2.",3355,Y,Straightforwardly claims to be a meta-analysis,2015,Down-regulation of tissue N:P ratios in terrestrial plants by elevated CO2,Ecology,10.1890/15-0217.1,FALSE,FALSE,FALSE,FALSE,Y,NA
MA159,N,Y,N,Y,Our investigations relied on a meta-analytic framework that enabled us to rigorously compare year-specific correlations among behavioral and ecological traits.,2007,Y,Straightforwardly claims to be a meta-analysis,2015,"Among-year variation in the repeatability, within- and between-individual, and phenotypic correlations of behaviors in a natural population",Behavioral Ecology and Sociobiology,10.1007/s00265-015-2012-z,FALSE,TRUE,TRUE,FALSE,Y,NA
MA160,N,Y,Y,Y,We then investigated the generality of all these intrataxonomic results in meta-analyses.,2189,Y,Straightforwardly claims to be a meta-analysis,2015,No evidence for a trade-off between sperm length and male premating weaponry,Journal of Evolutionary Biology,10.1111/jeb.12742,FALSE,FALSE,FALSE,FALSE,Y,NA
MA162,N,N,Y,Y,"This variation is consistent with the low amount of variance explained by our model, which may be due to the heterogeneity of the wetland typology and their environmental conditions included in our meta-analysis.",1534,Y,Straightforwardly claims to be a meta-analysis,2015,Ecosystem response to interventions: lessons from restored and created wetland ecosystems,Journal of Applied Ecology,10.1111/1365-2664.12518,FALSE,FALSE,FALSE,TRUE,S,Mentioned only in supplementary information
MA163,Y,Y,"NA",Y,"In the following, we synthesize the effects of predation in a cross-system meta-analysis of prey diversity and biomass responses to local manipulation of predator presence, using 291 experiments from freshwater, marine and terrestrial ecosystems.",1429,Y,Straightforwardly claims to be a meta-analysis,2015,A cross-system meta-analysis reveals coupled predation effects on prey biomass and diversity,Oikos,10.1111/oik.02430,FALSE,FALSE,FALSE,FALSE,Y,NA
MA164,Y,Y,N,Y,To achieve this we conducted a meta-analysis of published tests for size-assortative mating.,1869,Y,Straightforwardly claims to be a meta-analysis,2015,Size-assortative mating in simultaneous hermaphrodites: an experimental test and a meta-analysis,Behavioral Ecology and Sociobiology,10.1007/s00265-015-1999-5,FALSE,FALSE,TRUE,FALSE,Y,NA
MA168,Y,Y,N,Y,"In this study, we used meta-analysis to test which biomarker (i.e. increase in GC concentration or HLR) is more reliable for determining sustained responses to environmental stressors.",1190,Y,Straightforwardly claims to be a meta-analysis,2015,A meta-analysis of plasma corticosterone and heterophil : lymphocyte ratios â€“ is there conservation of physiological stress responses over time?,Functional Ecology,10.1111/1365-2435.12442,TRUE,FALSE,FALSE,FALSE,Y,NA
MA169,Y,Y,Y,Y,"In an attempt to seek patterns in ecosystem engineering effects on species diversity globally, we conducted a meta-analysis of 122 studies containing 263 estimates of effects of different engineer types and taxa on species richness of other organisms across diverse ecosystems.",878,Y,Straightforwardly claims to be a meta-analysis,2015,Ecosystem engineering effects on species diversity across ecosystems: a meta-analysis,Biological Reviews,10.1111/brv.12138,FALSE,FALSE,TRUE,FALSE,Y,NA
MA170,Y,Y,N,Y,Here we present a meta-analysis of Î´ 15 N AA values including studies across multiple TLs to evaluate the magnitude of TEF values and to test the broad-scale application of AA-CSIA as a tool to predict TP of marine animals.,632,Y,Straightforwardly claims to be a meta-analysis,2015,Meta-analysis of amino acid stable nitrogen isotope ratios for estimating trophic position in marine organisms,Oecologia,10.1007/s00442-015-3305-7,FALSE,FALSE,FALSE,FALSE,Y,NA
MA171,N,Y,Y,Y,"Here, we conduct a global meta-analysis of the published literature concerning the impacts of native and invasive crayfish on a range of taxa and ecosystem processes.",310,Y,Straightforwardly claims to be a meta-analysis,2015,Comparing the ecological impacts of native and invasive crayfish: could native speciesâ€™ translocation do more harm than good?,Oecologia,10.1007/s00442-014-3195-0,FALSE,FALSE,FALSE,TRUE,Y,NA
MA176,Y,Y,Y,Y,This meta-analysis also provides reference values for carotenoid:Chl ratios (Fig.3).,276,Y,Straightforwardly claims to be a meta-analysis,2015,Internal and external factors affecting photosynthetic pigment composition in plants: a meta-analytical approach,New Phytologist,10.1111/nph.13186,FALSE,FALSE,FALSE,FALSE,Y,NA
MA178,Y,Y,N,Y,"We next conduct a meta-analysis of empirical studies to characterise the range of outcomes observed in response to provisioning and assess the importance of host, pathogen and environmental factors in determining whether infections increase or decrease in response to anthropogenic resources.",484,Y,Straightforwardly claims to be a meta-analysis,2015,Linking anthropogenic resources to wildlifeâ€“pathogen dynamics: a review and meta-analysis,Ecology Letters,10.1111/ele.12428,FALSE,FALSE,TRUE,FALSE,Y,NA
MA179,N,Y,N,Y,"We then use a meta-analysis of previously published datasets to compare the attachment strengths of branched and unbranched macroalgae to determine, for a given frond size, whether macroalgae with drag-prone morphologies have evolved stronger attachment strengths to compensate for hydrodynamic disadvantages.",134,Y,Straightforwardly claims to be a meta-analysis,2015,Biomechanical consequences of branching in flexible wave-swept macroalgae,New Phytologist,10.1111/nph.13182,FALSE,FALSE,FALSE,FALSE,Y,NA
MA180,Y,Y,N,Y,"Therefore, we updated earlier meta-analyses that have investigated female extra-pair mate choice (Akcay & Roughgarden 2007; Cleasby & Nakagawa 2012) to include our results, and other recent studies, within a phylogenetically controlled multilevel meta-analysis.",1560,Y,Straightforwardly claims to be a meta-analysis,2015,Are extra-pair males different from cuckolded males? A case study and a meta-analytic examination,Molecular Ecology,10.1111/mec.13124,FALSE,TRUE,TRUE,FALSE,Y,NA
MA181,N,N,Y,Y,"In our meta-analysis of available microarray data, the effect of UV-B on the â€˜Auxinâ€™ gene ontology (GO) category appeared to be somewhat dependent on the experimental conditions (Fig. S1) and largely conserved in uvr8 (Fig. S2).",4,Y,Straightforwardly claims to be a meta-analysis,2015,Photoreceptors UVR8 and phytochrome B cooperate to optimize plant growth and defense in patchy canopies,New Phytologist,10.1111/nph.13332,FALSE,FALSE,FALSE,FALSE,S,Mentioned only in supplementary information
MA182,N,Y,Y,Y,"Here, I use a meta-analysis approach to answer two key questions: (1) Are interactions among paired nonnative animals neutral, negative, or positive? (2) What are the combined impacts of paired nonnative animals on ecosystem properties?",2036,Y,Straightforwardly claims to be a meta-analysis,2015,Interactions among multiple invasive animals,Ecology,10.1890/15-0171.1,FALSE,FALSE,FALSE,TRUE,Y,NA
MA183,Y,Y,N,Y,"Here, we aim at testing whether the occurrence of EPP positively correlates with the relatedness of the social pair using meta-analytical approach.",960,Y,Straightforwardly claims to be a meta-analysis,2015,Genetic similarity between mates predicts extrapair paternityâ€”a meta-analysis of bird studies,Behavioral Ecology,10.1093/beheco/arv004,FALSE,FALSE,TRUE,FALSE,Y,NA
MA184,N,Y,Y,Y,"Thus, according to our meta-analysis (Fig. 3) groundfish may be having an impact on a number of sub-adult life stages preceding the recruitment of lobsters to the fishery.",846,Y,Straightforwardly claims to be a meta-analysis,2015,Top-down and bottom-up forces interact at thermal range extremes on American lobster,Journal of Animal Ecology,10.1111/1365-2656.12322,FALSE,FALSE,TRUE,FALSE,Y,NA
MA185,N,Y,N,Y,"Here, we present results documenting the occurrence of copollinators and their patterns of phylogenetic association in a group of 10 dioecious and five monoecious sympatric fig species from southwest China, and combine those results with all published molecular studies of the pollinators of 104 additional species of Ficus (119 species in total) to conduct a meta-analysis.",295,Y,Straightforwardly claims to be a meta-analysis,2015,The incidence and pattern of copollinator diversification in dioecious and monoecious figs,Evolution,10.1111/evo.12584,FALSE,FALSE,FALSE,FALSE,Y,NA
MA186,Y,Y,N,Y,"To address this need, we conducted a global-scale meta-analysis to determine the relative extent of ITV compared to interspecific variation in plant communities and to identify general trends in how ITV varies among traits and study systems.",1407,Y,Straightforwardly claims to be a meta-analysis,2015,A global meta-analysis of the relative extent of intraspecific trait variation in plant communities,Ecology Letters,10.1111/ele.12508,FALSE,FALSE,FALSE,FALSE,Y,NA
MA187,Y,Y,N,Y,"We here present the first comprehensive meta-analysis, spanning 75 cities on all inhabited continents, on the importance of individual habitat variables for determining levels of intra-urban biodiversity (Fig. 1).",582,Y,Straightforwardly claims to be a meta-analysis,2015,Biodiversity in cities needs space: a meta-analysis of factors determining intra-urban biodiversity variation,Ecology Letters,10.1111/ele.12427,FALSE,FALSE,TRUE,FALSE,Y,NA
MA188,N,Y,Y,Y,"We investigated the effects of dietary mixing on between-individual variance in fitness within generalist species, using a recently defined metric for meta-analysis of variance, the log coefficient variance ratio (lnCVR; Nakagawa et al. 2015).",650,Y,Straightforwardly claims to be a meta-analysis,2015,An Overlooked Consequence of Dietary Mixing: A Varied Diet Reduces Interindividual Variance in Fitness,The American Naturalist,10.1086/683182,FALSE,TRUE,TRUE,FALSE,Y,NA
MA189,Y,Y,Y,Y,We evaluate this framework with a meta-analysis using data collected from published literature.,1330,Y,Straightforwardly claims to be a meta-analysis,2015,"Meta-analysis: abundance, behavior, and hydraulic energy shape biotic effects on sediment transport in streams",Ecology,10.1890/13-2138.1,FALSE,FALSE,FALSE,FALSE,Y,NA
MA190,Y,Y,N,Y,"Here, I address this issue using a meta-analysis, a tool widely used to overcome low statistical power in individual studies and to obtain comprehensive quantitative overviews (Frankham et al. 2010; Koricheva et al. 2013).",2611,Y,Straightforwardly claims to be a meta-analysis,2015,Genetic rescue of small inbred populations: meta-analysis reveals large and consistent benefits of gene flow,Molecular Ecology,10.1111/mec.13139,FALSE,FALSE,FALSE,FALSE,Y,NA
