"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3TWIBI43","journalArticle","2016","Allen, Daniel C.; Wesner, Jeff S.","Synthesis: comparing effects of resource and consumer fluxes into recipient food webs using meta-analysis","Ecology","","1939-9170","10.1890/15-1109.1","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/15-1109.1","Here we synthesize empirical research using meta-analysis to compare how consumer and resource fluxes affect recipient food webs. We tested the following hypotheses: (H1) The direct effects of resource fluxes (bottom-up) should be stronger than the direct effects of consumer fluxes (top-down), because resource fluxes are permanent (do not return to the food web in which they were produced) but consumer fluxes may not be (consumers can leave). (H2) Following H1, the indirect effects should attenuate (weaken) more quickly for consumer fluxes than for resource fluxes due to their direct effects being weaker. (H3) The effects of resource fluxes should be stronger when recipient food webs are in different ecosystems than donor food webs due to differences in elevation that accompany cross-ecosystem food web interfaces, often increasing flux quantity due to gravity, while the effects of consumer fluxes should be stronger when donor and recipient food webs are in the same ecosystem as they should more easily assimilate into the recipient food web. We found no differences in the magnitude of bottom-up and top-down direct effects for resource and consumer fluxes, but top-down direct effects were 122% stronger than top-down indirect effects. Indirect effects of prey and predator fluxes quickly attenuated while indirect effects of non-prey resource and herbivore fluxes did not, as the overall direct effects of prey and predator fluxes were 123% and 163% stronger than their indirect effects, respectively. This result suggests that the magnitude of indirect effects decrease as the trophic level of resource and consumer fluxes increases, and also contrasts with results from studies showing in situ top-down indirect effects are stronger than in situ bottom-up indirect effects. We found that resource and consumer flux effect sizes were similar when they occurred between ecosystems, but when they occurred within ecosystems predator flux effects were 107% stronger than nutrient flux effects. Finally, we found that observational studies had higher effect sizes than manipulative studies. Future research should focus on how resource and consumer fluxes might interact and generate feedbacks in empirical studies of natural food webs, and what ecological factors might affect their relative strength.","2016-03","2018-06-15 05:56:27","2018-06-15 05:57:07","2018-06-15 05:56:27","594-604","","3","97","","","Synthesis","","","","","","","en","© 2016 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 136","","C:\Users\Steve\Zotero\storage\HWJABC9S\ecy1253-sup-0001-appendixs1.docx; C:\Users\Steve\Zotero\storage\LZ9ULSQT\ecy1253-sup-0002-appendixs2.docx; C:\Users\Steve\Zotero\storage\5HATIDYC\ecy1253-sup-0003-datas1.zip; C:\Users\Steve\Zotero\storage\UI5SE46J\ecy1253-sup-0004-metadatas1.docx; C:\Users\Steve\Zotero\storage\E6L6KTZQ\Allen and Wesner - Synthesis comparing effects of resource and consu.pdf; C:\Users\Steve\Zotero\storage\K5EKFTGI\15-1109.html","","Scopus Search A: Meta-analysis","trophic cascade; cross-ecosystem flux; cross-habitat foraging; edge effect; meta-ecosystem; metacommunity; resource subsidy; spatial subsidy; spillover predation; top-down vs. bottom-up control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBPFPAUB","journalArticle","2016","Zvereva, Elena L.; Kozlov, Mikhail V.","The costs and effectiveness of chemical defenses in herbivorous insects: a meta-analysis","Ecological Monographs","","1557-7015","10.1890/15-0911.1","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/15-0911.1","The evolution of defensive traits and strategies depends on the intensity of selection imposed by natural enemies and on the fitness costs of defenses against these enemies. We tested several hypotheses about the evolution of chemical defenses in plant-feeding insects using a meta-analysis. We analyzed the effectiveness (in terms of prey survival; 159 publications) and costs (in terms of reduction in performance due to defense production; 33 publications) of chemical defenses in various prey–predator systems (140 herbivore species and 124 enemy species). The chemical defenses of insect herbivores, on average, were effective against generalist predators, were not effective against specialist predators and generalist parasitoids, and increased the risk of parasitism by specialist parasitoids. The defenses were more effective against vertebrate than against invertebrate predators and most effective against birds. Defensive compounds synthesized de novo and derived from the herbivore's food plants did not differ in the magnitude of their effects. Externalization of chemical defenses enhanced their effects on naïve vertebrate predators but simultaneously increased the risk of parasitism. The defenses of specialist herbivores were more effective than those of generalists, mostly due to species that sequestered plant allelochemicals for their own defenses. Advertising of chemical defenses by warning display enhanced their effectiveness only against vertebrate predators. Aposematic colors and patterns were more effective warning signals than other types of conspicuous coloration against both experienced and naïve vertebrate predators, suggesting that certain colors and/or patterns were more important than conspicuousness for both learning and innate avoidance. The meta-analysis did not reveal physiological costs of the production of chemical defenses across 22 herbivore species, although the results varied strongly with the method used to measure these costs. We conclude that the cost–benefit trade-offs driving the evolution of chemical defenses in herbivorous insects are affected by ecological costs (i.e., increased susceptibility to parasitoids) more than by costs in terms of resources. Still, a favorable cost–benefit ratio, i.e., great effects for a small expenditure, may partly explain the prevalence of chemical anti-predator defenses in insects.","2016-02","2018-06-15 06:05:58","2018-06-15 06:06:36","2018-06-15 06:05:58","107-124","","1","86","","","The costs and effectiveness of chemical defenses in herbivorous insects","","","","","","","en","© 2016 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 137","","C:\Users\Steve\Zotero\storage\EGXRXGHG\ecm1206-sup-0001-supinfo.doc; C:\Users\Steve\Zotero\storage\GBBRYCKL\Zvereva and Kozlov - The costs and effectiveness of chemical defenses i.pdf; C:\Users\Steve\Zotero\storage\VCXJ2K3D\15-0911.html","","Scopus Search A: Meta-analysis","meta-analysis; predators; birds; allelochemicals; aposematism; cost–benefit trade-offs; de novo synthesis; defense externalization; diet specialization; experimental methods; parasitoids; predator experience; prey survival; sequestration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGZ4JSPR","journalArticle","2016","Moore, Fhionna R.; Shuker, David M.; Dougherty, Liam","Stress and sexual signaling: a systematic review and meta-analysis","Behavioral Ecology","","1045-2249","10.1093/beheco/arv195","https://academic.oup.com/beheco/article/27/2/363/2196777","Lay Summary.  In an analysis of published studies to date, we found that physiological measures of stress were not associated with the expression of traits used","2016-01-01","2018-06-15 06:36:11","2018-06-15 06:36:50","2018-06-15 06:36:11","363-371","","2","27","","Behav Ecol","Stress and sexual signaling","","","","","","","en","","","","","academic-oup-com.ezp.lib.unimelb.edu.au","","SearchID: SSA SearchResultID: 145","","C:\Users\Steve\Zotero\storage\6JHN8BZF\arv195_supplementary_data.zip; C:\Users\Steve\Zotero\storage\AGE4SYZE\Moore et al. - 2016 - Stress and sexual signaling a systematic review a.pdf; C:\Users\Steve\Zotero\storage\Z4USJE64\2196777.html","","Scopus Search A: Meta-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZNE5SGR","journalArticle","2016","Roca, Irene T.; Desrochers, Louis; Giacomazzo, Matteo; Bertolo, Andrea; Bolduc, Patricia; Deschesnes, Raphaël; Martin, Charles A.; Rainville, Vincent; Rheault, Guillaume; Proulx, Raphaël","Shifting song frequencies in response to anthropogenic noise: a meta-analysis on birds and anurans","Behavioral Ecology","","1045-2249","10.1093/beheco/arw060","https://academic.oup.com/beheco/article/27/5/1269/1743508","Lay Summary.  One strategy that vocally active animals may use to attenuate the effect of acoustic masking by anthropogenic noise is to shift the emitted signal","2016-01-01","2018-06-15 06:59:20","2018-06-15 07:04:52","2018-06-15 06:59:20","1269-1274","","5","27","","Behav Ecol","Shifting song frequencies in response to anthropogenic noise","","","","","","","en","","","","","academic-oup-com.ezp.lib.unimelb.edu.au","","SearchID: SSA SearchResultID: 146","","C:\Users\Steve\Zotero\storage\BPRQ5YFI\arw060_Supplementary_Data.zip; C:\Users\Steve\Zotero\storage\388MWB4B\1743508.html","","Scopus Search A: Meta-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XIYKT9EB","journalArticle","2016","Holman, Luke","Bet hedging via multiple mating: A meta-analysis","Evolution","","1558-5646","10.1111/evo.12822","http://onlinelibrary.wiley.com/doi/abs/10.1111/evo.12822","Polyandry has been hypothesized to allow females to “bet hedge” against mating only with unsuitable mates, reducing variance in offspring fitness between members of a polyandrous lineage relative to a single-mating one. Theoretically, this reduction in fitness variance could select for polyandrous genotypes even when polyandry carries a direct cost, especially in small populations. However, this hypothesis is controversial and difficult to test empirically. Here, I apply a novel simulation model to 49 published empirical datasets, and quantify the potential selective advantage of multiple mating via reduced offspring fitness variance. For a wide range of assumptions, including those that most favor the evolution of bet hedging, I show that any fitness gains are meager. The variance in offspring quality caused by mate identity does not appear to be high enough for bet hedging to drive the evolution of polyandry.","2016-01","2018-06-15 07:10:10","2018-06-15 07:11:02","2018-06-15 07:10:10","62-71","","1","70","","","Bet hedging via multiple mating","","","","","","","en","© 2015 The Author(s).           Evolution © 2015 The Society for the Study of Evolution.","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 147","","C:\Users\Steve\Zotero\storage\V3TC6X9Q\Dataset info.csv; C:\Users\Steve\Zotero\storage\5AB6ZNFS\evo12822-sup-0001-supmat.pdf; C:\Users\Steve\Zotero\storage\EIW4LX3D\Holman - Bet hedging via multiple mating A meta-analysis.pdf; C:\Users\Steve\Zotero\storage\B9MN5P3W\Holman bet hedging - functions.R; C:\Users\Steve\Zotero\storage\2X42YKKK\Holman bet hedging - open this one to run the analysis.R; C:\Users\Steve\Zotero\storage\X8MV2VVV\readme.txt; C:\Users\Steve\Zotero\storage\DX7BDRU4\evo.html; C:\Users\Steve\Zotero\storage\2HSSJRID\Varying N analyses.zip; C:\Users\Steve\Zotero\storage\9TN4KBJ5\Varying p analyses.zip","","Scopus Search A: Meta-analysis","simulation; polyandry; Evolution; fitness variance; multiple mating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVGCL47R","journalArticle","2015","Holman, Luke","Data from: Bet hedging via multiple mating: a meta-analysis","","","","10.5061/dryad.b6d75","","Polyandry has been hypothesized to allow females to “bet hedge” against mating only with unsuitable mates, reducing variance in offspring fitness between members of a polyandrous lineage relative to a single-mating one. Theoretically, this reduction in fitness variance could select for polyandrous genotypes even when polyandry carries a direct cost, especially in small populations. However, this hypothesis is controversial and difficult to test empirically. Here, I apply a novel simulation model to 49 published empirical datasets, and quantify the potential selective advantage of multiple mating via reduced offspring fitness variance. For a wide range of assumptions, including those that most favor the evolution of bet hedging, I show that any fitness gains are meager. The variance in offspring quality caused by mate identity does not appear to be high enough for bet hedging to drive the evolution of polyandry.","2015-11-24","2018-06-15 07:28:15","2018-06-15 07:28:15","2018-06-15 07:28:15","","","","","","","","","","","","","","en","","","Dryad Digital Repository","","datadryad.org","","{:itemType: dataset}","","C:\Users\Steve\Zotero\storage\6DDPE6DP\Dataset info.csv; C:\Users\Steve\Zotero\storage\AD2FLUAN\Holman bet hedging - functions.R; C:\Users\Steve\Zotero\storage\R53I4EDE\Holman bet hedging - open this one to run the analysis.R; C:\Users\Steve\Zotero\storage\2EVGEWG8\readme.txt; C:\Users\Steve\Zotero\storage\4NBIMCSU\Varying N analyses.zip; C:\Users\Steve\Zotero\storage\AEZT5X4E\Varying p analyses.zip","","","Mating Systems; Models/Simulations; Reproductive Strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFG4P9AH","journalArticle","2016","Vico, Giulia; Manzoni, Stefano; Nkurunziza, Libère; Murphy, Kevin; Weih, Martin","Trade-offs between seed output and life span – a quantitative comparison of traits between annual and perennial congeneric species","New Phytologist","","1469-8137","10.1111/nph.13574","http://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.13574","Perennial plants allocate more resources belowground, thus sustaining important ecosystem services. Hence, shifting from annual to perennial crops has been advocated towards a more sustainable agriculture. Nevertheless, wild perennial species have lower seed production than selected annuals, raising the questions of whether there is a fundamental trade-off between reproductive effort and life span, and whether such trade-off can be overcome through selection. In order to address these questions and to isolate life span from phylogenetic and environmental factors, we conducted a meta-analysis encompassing c. 3000 congeneric annual/perennial pairs from 28 genera. This meta-analysis is complemented with a minimalist model of long-term productivity in perennial species. Perennials allocate more resources belowground and less to seeds than congeneric annuals, independently of selection history. However, existing perennial wheat and rice could achieve yields similar to annuals if they survived three years and each year doubled their biomass, as other perennial grasses do. Selected perennial crops maintain the large belowground allocation of wild perennials, and thus can provide desired regulatory ecosystem services. To match the seed yield of annuals, biomass production of perennial grains must be increased to amounts attained by some perennial grasses – if this goal can be met, perennial crops can provide a more sustainable alternative to annuals.","2016-01","2018-06-15 07:46:38","2018-06-15 07:49:10","2018-06-15 07:46:38","104-114","","1","209","","","","","","","","","","en","","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 148","","C:\Users\Steve\Zotero\storage\JVPYW2U6\Vico et al. - Trade-offs between seed output and life span – a q.pdf; C:\Users\Steve\Zotero\storage\W9EE6PRR\nph13574-sup-0001-supinfo.pdf; C:\Users\Steve\Zotero\storage\LEQ2NP38\nph13574-sup-0002-tables2.xlsx; C:\Users\Steve\Zotero\storage\SSHJFYWK\nph13574-sup-0003-tables3.xlsx; C:\Users\Steve\Zotero\storage\NXJBWPJ4\nph13574-sup-0004-tables4.xlsx; C:\Users\Steve\Zotero\storage\KSJA9ME4\nph.html","","Scopus Search A: Meta-analysis","agricultural sustainability; annual species; biomass allocation; ecophysiological trade-offs; perennial species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIIZ4JH7","journalArticle","2016","Gunton, Richard M.; Pöyry, Juha","Scale-specific spatial density dependence in parasitoids: a multi-factor meta-analysis","Functional Ecology","","1365-2435","10.1111/1365-2435.12627","http://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12627","Within a landscape, the risk of an insect being attacked by a parasitoid varies with the local density of the host species. This relationship should be strongest when observed at medium extents and resolutions with respect to parasitoids’ foraging range, and turn negative at fine resolutions. The relationship is also hypothesized to depend on certain traits of the host and parasitoid taxa – for example being more positive for more specialized hosts or parasitoids and more negative for mobile hosts or gregarious parasitoids. Building on earlier literature reviews, it is now possible to investigate these hypotheses using meta-analysis. We performed a multi-factor meta-analysis on 151 analyses of parasitism rates with respect to host densities at specified scales, from 61 empirical studies published from 1988 to 2012. We explored how the correlation between host density and parasitism rate may be related to the explanatory variables already mentioned, plus parasitoid body length and various other characteristics of both hosts and parasitoids. Correlations (Pearson's r) between host density and parasitism rate ranged from –0·88 to 0·98 (mean 0·16, standard deviation 0·39). The correlation was more often negative where the host was exotic or in the orders Lepidoptera or Diptera, where the parasitoid was larger or exotic, or where the study was conducted at a finer grain size. Hymenoptera and Homoptera were the most likely host orders to reveal positive associations, with Coleoptera and Diptera intermediate. The fact that increased observational grain size had similar effects to decreased parasitoid body length could be taken as evidence that parasitoids’ foraging ranges increase with their body length. However, the hypothesis about scale-specific foraging was not supported by studies that compared multiple scales. We conclude that parasitism most commonly produces positive (compensatory) spatial density dependence, but ecological context is all-important. These findings should help improve the design and interpretation of field experiments on parasitism as well as their application to the modelling of population dynamics and the practice of biological control.","2016-09","2018-06-15 07:59:09","2018-06-15 07:59:58","2018-06-15 07:59:09","1501-1510","","9","30","","","Scale-specific spatial density dependence in parasitoids","","","","","","","en","© 2015 The Authors. Functional Ecology © 2015 British Ecological Society","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 150","","C:\Users\Steve\Zotero\storage\T68PSXQG\fec12627-sup-0001-laysummary.pdf; C:\Users\Steve\Zotero\storage\KXLB8XXP\fec12627-sup-0002-supinfo.pdf; C:\Users\Steve\Zotero\storage\LI3CSF8L\fec12627-sup-0003-datas1.xlsx; C:\Users\Steve\Zotero\storage\KZPGH8F4\Gunton and Pöyry - Scale-specific spatial density dependence in paras.pdf; C:\Users\Steve\Zotero\storage\VKVTEXXP\1365-2435.html","","Scopus Search A: Meta-analysis","invasive species; depensatory; functional traits; aggregation; compensatory; extent; grain size; insect parasitism; resolution; spatial pattern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UM7G7LAE","journalArticle","2016","Shantz, Andrew A.; Lemoine, Nathan P.; Burkepile, Deron E.","Nutrient loading alters the performance of key nutrient exchange mutualisms","Ecology Letters","","1461-0248","10.1111/ele.12538","http://onlinelibrary.wiley.com/doi/abs/10.1111/ele.12538","Nutrient exchange mutualisms between phototrophs and heterotrophs, such as plants and mycorrhizal fungi or symbiotic algae and corals, underpin the functioning of many ecosystems. These relationships structure communities, promote biodiversity and help maintain food security. Nutrient loading may destabilise these mutualisms by altering the costs and benefits each partner incurs from interacting. Using meta-analyses, we show a near ubiquitous decoupling in mutualism performance across terrestrial and marine environments in which phototrophs benefit from enrichment at the expense of their heterotrophic partners. Importantly, heterotroph identity, their dependence on phototroph-derived C and the type of nutrient enrichment (e.g. nitrogen vs. phosphorus) mediated the responses of different mutualisms to enrichment. Nutrient-driven changes in mutualism performance may alter community organisation and ecosystem processes and increase costs of food production. Consequently, the decoupling of nutrient exchange mutualisms via alterations of the world's nitrogen and phosphorus cycles may represent an emerging threat of global change.","2016-01","2018-06-15 08:07:05","2018-06-15 08:09:22","2018-06-15 08:07:05","20-28","","1","19","","","","","","","","","","en","© 2015 John Wiley & Sons Ltd/CNRS","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 152","","C:\Users\Steve\Zotero\storage\IBV6HNYS\ele12538-sup-0001-figures1-s4.docx; C:\Users\Steve\Zotero\storage\44D78MU9\ele12538-sup-0002-tables1.docx; C:\Users\Steve\Zotero\storage\5L38U5F5\ele12538-sup-0003-tables2.docx; C:\Users\Steve\Zotero\storage\C83Z6DVL\ele12538-sup-0004-tables3.docx; C:\Users\Steve\Zotero\storage\I9IE5KS9\Shantz et al. - Nutrient loading alters the performance of key nut.pdf; C:\Users\Steve\Zotero\storage\U8M9LCA5\ele.html","","Scopus Search A: Meta-analysis","eutrophication; parasitism; Coral; mutualism; mycorrhizae; nutrient loading; nutrification; rhizobia; Symbiodinium; symbiosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNEXHYKL","journalArticle","2016","Dillingham, Peter W.; Moore, Jeffrey E.; Fletcher, David; Cortés, Enric; Curtis, K. Alexandra; James, Kelsey C.; Lewison, Rebecca L.","Improved estimation of intrinsic growth rmax for long-lived species: integrating matrix models and allometry","Ecological Applications","","1939-5582","10.1890/14-1990","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/14-1990","Intrinsic population growth rate (rmax) is an important parameter for many ecological applications, such as population risk assessment and harvest management. However, rmax can be a difficult parameter to estimate, particularly for long-lived species, for which appropriate life table data or abundance time series are typically not obtainable. We describe a method for improving estimates of rmax for long-lived species by integrating life-history theory (allometric models) and population-specific demographic data (life table models). Broad allometric relationships, such as those between life history traits and body size, have long been recognized by ecologists. These relationships are useful for deriving theoretical expectations for rmax, but rmax for real populations may vary from simple allometric estimators for “archetypical” species of a given taxa or body mass. Meanwhile, life table approaches can provide population-specific estimates of rmax from empirical data, but these may have poor precision from imprecise and missing vital rate parameter estimates. Our method borrows strength from both approaches to provide estimates that are consistent with both life-history theory and population-specific empirical data, and are likely to be more robust than estimates provided by either method alone. Our method uses an allometric constant: the product of rmax and the associated generation time for a stable-age population growing at this rate. We conducted a meta-analysis to estimate the mean and variance of this allometric constant across well-studied populations from three vertebrate taxa (birds, mammals, and elasmobranchs) and found that the mean was approximately 1.0 for each taxon. We used these as informative Bayesian priors that determine how much to “shrink” imprecise vital rate estimates for a data-limited population toward the allometric expectation. The approach ultimately provides estimates of rmax (and other vital rates) that reflect a balance of information from the individual studied population, theoretical expectation, and meta-analysis of other populations. We applied the method specifically to an archetypical petrel (representing the genus Procellaria) and to white sharks (Carcharodon carcharias) in the context of estimating sustainable fishery bycatch limits.","2016-01","2018-06-15 08:21:47","2018-06-15 08:23:30","2018-06-15 08:21:47","322-333","","1","26","","","Improved estimation of intrinsic growth rmax for long-lived species","","","","","","","en","© 2016 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 153","","C:\Users\Steve\Zotero\storage\KBGUKZ3H\eap1209-sup-0001-appendixs1.pdf; C:\Users\Steve\Zotero\storage\3CBJYD2A\eap1209-sup-0002-supplement1.zip; C:\Users\Steve\Zotero\storage\BCARJ7X2\eap1209-sup-0003-supplement2.zip; C:\Users\Steve\Zotero\storage\67C65QFQ\Dillingham et al. - Improved estimation of intrinsic growth rmax for l.pdf; C:\Users\Steve\Zotero\storage\UCQ3XD9E\14-1990.html","","Scopus Search A: Meta-analysis","demography; population dynamics; allometric (rT) models; Bayesian analysis; Carcharodon carcharias; integrated population models; intrinsic growth rate; life-table models; long-lived species; Procellaria; white shark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUN5W38W","journalArticle","2016","Strader, Marie E.; Aglyamova, Galina V.; Matz, Mikhail V.","Red fluorescence in coral larvae is associated with a diapause-like state","Molecular Ecology","","1365-294X","10.1111/mec.13488","http://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13488","Effective dispersal across environmental gradients is the key to species resilience to environmental perturbation, including climate change. Coral reefs are among the most sensitive ecosystems to global warming, but factors predicting coral dispersal potential remain unknown. In a reef-building coral Acropora millepora, larval fluorescence emerged as a possible indicator of dispersal potential since it correlates with responsiveness to a settlement cue. Here, we show that gene expression in red fluorescent larvae of A. millepora is correlated with diapause-like characteristics highly likely to be associated with extended dispersal. We compared gene expression among three larval fluorescent morphs under three coloured light treatments. While colour morphs did not differ in their gene expression responses to light colour, red larvae demonstrated gene expression signatures of cell cycle arrest and decreased transcription accompanied by elevated ribosome production and heightened defenses against oxidative stress. A meta-analysis revealed that this profile was highly similar to the signatures of elevated thermal tolerance in the same coral species, and moreover, functionally resembled diapause states in an insect and a nematode. Our results support a connection between red fluorescence and long-range dispersal, which offers a new perspective on the molecular underpinnings of coral larval dispersal and the biological function of GFP-like fluorescent proteins.","2016-01","2018-06-15 08:37:07","2018-06-15 08:38:28","2018-06-15 08:37:07","559-569","","2","25","","","","","","","","","","en","© 2015 John Wiley & Sons Ltd","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 155","","C:\Users\Steve\Zotero\storage\LVEA6IB7\allcounts_Jan102015.txt; C:\Users\Steve\Zotero\storage\JCNSSCUJ\DESeq2_ColorMorphGE.R; C:\Users\Steve\Zotero\storage\7RXEIALS\Strader et al. - Red fluorescence in coral larvae is associated wit.pdf; C:\Users\Steve\Zotero\storage\224BRHXN\GO_KOGinputfiles.zip; C:\Users\Steve\Zotero\storage\Y95YH4VT\KOGtableDeltaRanks.csv; C:\Users\Steve\Zotero\storage\NSB32K7F\KOGtablePvals.csv; C:\Users\Steve\Zotero\storage\2HXF2IQ9\mec13488-sup-0001-figs1-s6-tabs1.docx; C:\Users\Steve\Zotero\storage\HDUAVM8Z\Parentage.R; C:\Users\Steve\Zotero\storage\CUHTE9JV\ParentsRJune2015.csv; C:\Users\Steve\Zotero\storage\X6ZUQC7T\props_stacked.csv; C:\Users\Steve\Zotero\storage\YIUHPCFS\mec.html; C:\Users\Steve\Zotero\storage\HPABQMNI\VSDandPVALS_All.csv","","Scopus Search A: Meta-analysis","dispersal; coral; diapause; fluorescence; gene expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2A9NF4F6","journalArticle","2015","Strader, Marie E.; Aglyamova, Galina V.; Matz, Mikhail V.","Data from: Red fluorescence in coral larvae is associated with a diapause-like state","","","","10.5061/dryad.m3685","","Effective dispersal across environmental gradients is the key to species resilience to environmental perturbation, including climate change. Coral reefs are among the most sensitive ecosystems to global warming, but factors predicting coral dispersal potential remain unknown. In a reef-building coral Acropora millepora, larval fluorescence emerged as a possible indicator of dispersal potential since it correlates with responsiveness to a settlement cue. Here we show that gene expression in red fluorescent larvae of A. millepora is correlated with diapause-like characteristics highly likely to be associated with extended dispersal. We compared gene expression among three larval fluorescent morphs under three colored light treatments. While color morphs did not differ in their gene expression responses to light color, red larvae demonstrated gene expression signatures of cell cycle arrest and decreased transcription accompanied by elevated ribosome production and heightened defenses against oxidative stress. A meta-analysis revealed that this profile was highly similar to the signatures of elevated thermal tolerance in the same coral species, and moreover, functionally resembled diapause states in an insect and a nematode. Our results support a connection between red fluorescence and long-range dispersal, which offers a new perspective on the molecular underpinnings of coral larval dispersal and the biological function of GFP-like fluorescent proteins.","2015-11-19","2018-06-15 08:39:57","2018-06-15 08:39:57","2018-06-15 08:39:57","","","","","","","","","","","","","","en","","","Dryad Digital Repository","","datadryad.org","","{:itemType: dataset}","","C:\Users\Steve\Zotero\storage\D83ZICB5\allcounts_Jan102015.txt; C:\Users\Steve\Zotero\storage\VSPLYRJ3\DESeq2_ColorMorphGE.R; C:\Users\Steve\Zotero\storage\KW7LNTCE\GO_KOGinputfiles.zip; C:\Users\Steve\Zotero\storage\2SHV4RHH\KOGtableDeltaRanks.csv; C:\Users\Steve\Zotero\storage\AFU4J5PE\KOGtablePvals.csv; C:\Users\Steve\Zotero\storage\87K5VV5Y\Parentage.R; C:\Users\Steve\Zotero\storage\UICJUG3Z\ParentsRJune2015.csv; C:\Users\Steve\Zotero\storage\RDKNFCQZ\props_stacked.csv; C:\Users\Steve\Zotero\storage\FSYGZGGK\VSDandPVALS_All.csv","","","dispersal; coral; diapause; fluorescence; gene expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
